haplotype,p0,p1,p5,p50,p95,p99,p100
HLA-A24:03,1.38,4.9289000000000005,413.59100000000007,30703.295,36881.22,37885.231400000004,39737.2
HLA-A25:01,786.96,3594.322,8346.5815,24494.77,29344.342,30056.0113,30884
HLA-A26:01,818.89,4346.5304,6660.3505000000005,11180.675,13649.991999999998,14187.0272,15039.31
HLA-A26:02,1.65,6.0795,110.47950000000002,21096.17,32458.102000000006,33967.3354,35697.69
HLA-A26:03,60.13,1331.6075,4587.074,13568.045,18723.361999999997,20064.932900000003,22137.5
HLA-A29:02,540.63,1920.3697000000004,4782.377,5877.605,5999.6615,6030.2912,6078.14
HLA-A30:01,1.26,24.379499999999997,1136.6790000000003,27738.89,40531.443999999996,42239.2076,43907.65
HLA-A30:02,3.6,62.266200000000005,856.2795000000001,22480.67,40419.872,42925.0112,45696.74
HLA-A31:01,475.45,4205.567,5452.412,5727.62,5794.98,5858.680700000001,6027.51
HLA-A32:01,1.54,56.52290000000001,1821.5720000000003,30510.79,41164.832500000004,42591.0712,44074.31
HLA-A32:07,4.46,6.97,10.22,46.515,279.2434999999998,548.0897000000007,2259.47
HLA-A32:15,18.55,32.469500000000004,54.917500000000004,274.92,1242.0345000000002,1884.344600000002,3456.94
HLA-A33:01,4.05,48.2888,884.5360000000002,25236.53,41857.8235,43756.4871,45158.2
HLA-A66:01,38.69,969.7408000000001,2590.1730000000002,10546.17,18765.432999999997,21332.500700000008,25827.97
HLA-A68:01,1.7,31.75220000000001,978.518,32652.36,41982.774000000005,43077.4129,44466.57
HLA-A68:02,539.91,3236.3644999999997,5077.4585,5747.285,5840.605500000001,5867.751800000001,5959.15
HLA-A68:23,2.4,3.07,4.06,19.58,232.00549999999978,625.2588000000011,4392.39
HLA-A69:01,2.26,120.9276,6766.787000000002,34850.03999999999,39344.9795,40054.0214,40712.74
HLA-A80:01,2.09,371.51709999999997,10380.061500000007,26574.415,29729.115500000004,30775.7506,33175.32
HLA-B07:01,1.41,19.648899999999998,88.4055,9995.595000000001,34999.064,40022.17080000001,43059.88
HLA-B07:02,18.9,672.6234,7364.562500000001,32047.63,37398.685,38152.478,38826.92
HLA-B08:01,8.27,260.6759,3043.8980000000006,29050.78,37552.877499999995,38594.977000000006,39558.97
HLA-B08:02,289.01,6208.201099999999,12936.8035,24342.36,29477.601,30712.188800000004,32091.85
HLA-B08:03,34.48,1443.5119,8077.5869999999995,26717.84,31822.175000000003,32910.612400000005,34279.4
HLA-B14:01,4.32,128.8432,1622.2295000000001,21311.440000000002,36661.0805,39394.62010000001,42889.77
HLA-B14:02,126.94,1380.362,2708.2765000000004,8508.67,15462.802999999998,17812.2419,20180.36
HLA-B15:01,8.15,98.44920000000002,1214.0845000000002,26409.12,34661.423,35979.3912,37511.37
HLA-B15:02,4.8,13.578600000000002,46.678500000000014,1806.92,12799.033999999998,19869.285800000023,30489
HLA-B15:03,1.18,3.8994000000000004,34.899,11067.045,33848.45849999999,38156.298200000005,42657.65
HLA-B15:09,267.78,2445.0737,5135.0465,16902.175000000003,25334.296499999997,27547.534600000003,29333.6
HLA-B15:16,13.94,1021.1435,6330.166,32082.260000000002,41233.37499999999,42831.5199,44407.06
HLA-B15:17,1.57,4.749100000000001,527.2800000000003,26004.59,32264.5495,33318.7228,35630.96
HLA-B15:42,17.1,490.45820000000003,3741.9405,20406.65,29592.520999999997,31589.802500000005,33577.08
HLA-B18:01,2.98,266.87510000000003,4861.9625000000005,27114.61,33290.782,34312.6522,36250.52
HLA-B27:01,6.35,51.0882,242.9875000000001,10785.029999999999,34207.316999999995,37550.49910000001,40184.22
HLA-B27:02,10.7,42.259499999999996,129.258,1448.21,4849.782999999999,6528.223800000002,9812.49
HLA-B27:03,696.39,9509.687,16967.127999999997,26124.425,29091.6995,29684.4823,30378.04
HLA-B27:04,3.74,50.419200000000004,546.2575,13501.625,26917.179999999993,30280.2153,35315.16
HLA-B27:05,17.1,225.87880000000004,4315.598000000002,34296.435,38124.71599999999,38598.9899,39160.7
HLA-B27:06,3.35,38.537400000000005,451.4375,13147.76,26547.2465,29853.525800000003,35282.8
HLA-B27:09,4.5,147.8964,1129.6795,18107.059999999998,32413.980499999994,35771.458300000006,39565.74
HLA-B27:20,3.82,50.66920000000001,826.8130000000001,20048.485,33045.9065,35518.22440000001,38717.34
HLA-B35:01,625.32,2908.431,4756.4685,6461.385,6829.8555,6917.3504,7065.57
HLA-B35:03,490.69,6214.0272,11963.082500000002,26056.72,33502.08200000001,35128.6377,36833.63
HLA-B35:08,3.43,51.1589,809.6860000000001,15806.055,29236.427,32316.249800000005,36708.34
HLA-B37:01,34.83,794.2288,3433.0700000000006,15145.41,22516.644999999997,24426.408900000002,27093.7
HLA-B38:01,18.08,356.43140000000005,2858.2665,22089.004999999997,31151.511,32677.9917,34266.14
HLA-B39:01,3.58,317.64099999999996,5793.153499999999,27799.144999999997,32092.000500000002,32536.621399999996,32932.42
HLA-B39:06,1.38,6.219899999999999,80.0505,7653.004999999999,24924.0675,30313.186800000003,37596.15
HLA-B40:01,18.94,843.8320000000001,11027.1015,36696.115000000005,39645.472,40089.8884,40463.93
HLA-B40:02,8.04,279.7463000000002,2970.225000000001,34404.565,42887.797000000006,43883.2338,44857.14
HLA-B40:13,38.98,2063.5349,9085.059000000001,34221.91,42177.64000000001,43437.635800000004,44713.58
HLA-B42:01,3.22,50.7479,505.92250000000024,19527.725,35844.92299999999,39121.853599999995,41829.16
HLA-B44:01,3.76,23.6075,108.5585,5374.57,21171.83449999999,26802.705900000004,34415.16
HLA-B44:02,501.03,4639.815,4895.81,4979.44,4993.43,4999.0502,5201.52
HLA-B44:03,527.88,3344.9289000000003,5681.892999999999,6077.035,6133.95,6157.800300000001,6242.52
HLA-B45:01,8.6,424.5169,4331.808000000001,29614.64,38971.110000000015,40450.7687,41939.1
HLA-B45:06,1148.68,3424.9673,4751.2245,6870.52,7884.915,8117.3494,8607
HLA-B46:01,297.23,6187.1128,12401.56,20928.22,23761.869000000002,24308.5506,25206.58
HLA-B48:01,23.86,811.7807,6504.941500000001,25228.39,30942.010000000006,32001.638399999996,32954.22
HLA-B51:01,527.02,5020.7523,5663.443,5813.52,5878.2345,5931.5662,6167.23
HLA-B53:01,8.35,208.37900000000002,2176.4505000000004,28050.965,40924.9225,42684.1499,44561.03
HLA-B54:01,491.98,3697.6209,5258.1395,5724.625,5808.7210000000005,5827.9001,5859.77
HLA-B57:01,507.4,2259.8151,5644.1545,6012.085,6083.202,6112.3205,6256.24
HLA-B57:03,35.24,1480.0486999999998,8039.313000000002,30126.885000000002,37782.944,39207.065800000004,40937.55
HLA-B58:01,2.27,35.653600000000004,1499.9180000000003,31953.785,39078.491500000004,40330.885,41648.67
HLA-B58:02,6.85,194.00320000000008,1925.3655,24025.04,38883.4145,41689.9404,44954.44
HLA-B62:01,12.38,1365.3917000000001,12072.048,31393.96,37044.9055,37985.2926,39163.49
HLA-B73:01,12.72,82.61150000000002,365.0135,4849.375,16512.03049999999,21321.265600000002,26295.14
HLA-B81:01,1.57,4.549799999999999,110.45700000000004,19589.665,31767.749,33389.69960000001,35445.45
HLA-B83:01,169.16,909.4677,1481.0575000000001,4027.635,6926.320499999999,7710.352600000001,8714.93
HLA-BF02:0401,4.69,73.1593,598.229,9522.195,21735.516499999994,25562.864400000002,30496.58
HLA-BF02:2101,18.52,1652.4346,8660.649000000003,30385.215,37852.95650000001,39307.132000000005,40962.89
HLA-C03:03,1.21,3.09,20.878,9966.92,32370.659,36931.3116,43016.15
HLA-C03:04,10.74,98.2995,557.8695,23911.72,42739.69000000001,45343.491700000006,47333.93
HLA-C04:01,1227.34,3931.1481000000003,5572.0125,9178.07,11343.147,11958.951700000001,12706.74
HLA-C05:01,2.64,26.7099,345.134,14174.52,29961.270999999997,33411.294799999996,37101.97
HLA-C06:02,2.94,75.5903,715.433,20560.629999999997,39634.22750000001,42296.18090000001,44805.29
HLA-C07:01,127.82,4299.1712,13429.8745,32381.235,38117.52850000001,39158.7903,40545.05
HLA-C07:02,6.01,14.5989,29.686000000000003,644.115,7528.913999999999,11394.356700000017,18016.17
HLA-C08:01,16.03,1334.9601,6751.384,32253.25,41413.6895,42949.1917,44621.82
HLA-C08:02,7.9,33.2477,78.65250000000002,1572.795,16416.38400000004,23925.7245,31142.64
HLA-C12:03,2.35,6.1598999999999995,17.0595,834.4200000000001,11113.923999999995,17380.288400000005,25720.23
HLA-C14:02,1.7,6.1096,26.829499999999996,1633.87,11094.043999999993,16097.368500000002,25306.5
HLA-C15:02,10.64,154.8736,1101.6895000000002,15941.235,27214.7735,29662.166100000006,32438.04
HLA-E01:03,12.86,475.6686000000001,4316.5775,24937.085,36529.092,38855.427800000005,41678.05
HLA-RT01:01,3.69,53.84130000000001,840.5355000000001,18342.41,31155.987,34027.3594,38368.78
Mamu-A01:01,2.29,59.495400000000004,847.4450000000002,21237.995,37406.8585,40076.3307,42423.88
Mamu-A01:02,1.8,13.439899999999998,103.21849999999999,12214.975,36698.2015,40213.181300000004,43138.71
Mamu-A01:11,2.14,9.629600000000002,75.7665,8924.09,31246.485999999994,36532.583,40742.96
Mamu-A02:0102,213.48,809.6242000000001,1333.3205,3158.41,5588.7665,6602.697000000004,8244.88
Mamu-A02:01,1.95,17.095900000000007,404.1790000000002,21378.125,38363.59299999999,40845.8054,43235.97
Mamu-A07:0103,1.92,123.35400000000001,2322.4570000000003,22847.83,34319.87899999999,37106.1043,40094.56
Mamu-A07:01,7.81,512.6269000000001,6456.1015,35672.775,43610.0005,44577.42600000001,45613.68
Mamu-A11:01,2.57,29.370300000000007,399.099,19065.895,34576.43349999999,37026.77800000001,40303.07
Mamu-A22:01,2,592.5749000000001,6271.000000000001,34518.71000000001,42563.079000000005,43734.2817,44790.14
Mamu-A26:01,2.98,227.2646,3624.1935000000003,35813.56,45609.20350000001,46823.7808,47769.3
Mamu-B01:01,167.9,9263.4525,23917.307999999997,43070.41,47090.3615,47605.4585,48065.9
Mamu-B03:01,11.56,764.3774000000001,5787.025500000001,30352.6,40381.5925,41819.23190000001,43068.84
Mamu-B08:01,13.37,1013.5586000000001,5951.682000000001,34523.045,42113.42650000001,43085.7548,44176.53
Mamu-B10:01,2.01,20.2394,215.62599999999998,15696.625,34284.565500000004,38150.468400000005,41837.55
Mamu-B17:01,4.02,167.28760000000003,1913.0395000000003,23460.27,38170.5635,40662.19030000001,43245.94
Mamu-B17:04,6.87,253.56270000000004,1761.7195000000002,18501.64,33494.73400000001,36952.2055,40748.26
Mamu-B39:01,2.79,59.58740000000002,515.9835,12233.825,26084.832499999993,29671.489200000004,34994.05
Mamu-B52:01,3.3,23.779000000000003,158.70650000000006,6268.469999999999,20697.338000000014,24868.31450000001,31322.19
Mamu-B66:01,2.45,4.7799000000000005,10.439499999999999,168.655,3054.8089999999975,7821.561800000001,17362.52
Mamu-B83:01,2.05,13.6199,202.06100000000004,21287.905,38037.403,41022.88930000001,43950.21
Mamu-B87:01,1.8,29.5679,299.2265,14681.585,31356.918000000005,34991.98499999999,40300.39
Patr-A01:01,5.55,100.62780000000004,1114.0104999999999,27339.739999999998,42500.02700000001,44215.0414,45545.48
Patr-A03:01,302.92,1459.8032,3248.6014999999998,11181.86,17221.932,18615.253200000003,20375.47
Patr-A04:01,3.85,26.786000000000005,218.5135,17585.085,39501.1865,42231.464900000006,44338.99
Patr-A06:02,26.09,732.2680000000001,3621.3045000000006,25574.925000000003,37582.0665,39703.1811,41432
Patr-A07:01,6.77,175.0886,1405.3990000000001,27122.65,40460.947499999995,42402.2905,44461.48
Patr-A09:01,1.8,17.0499,265.00350000000003,13730.46,29566.127499999995,33021.4381,37451.15
Patr-B01:01,3.25,100.66470000000004,3478.3755,29959.86,40313.126000000004,42111.4266,43608.28
Patr-B09:01,2.85,49.6676,821.3650000000002,18601.585,31546.501000000004,34276.0943,37653.74
Patr-B13:01,2.02,11.3692,82.003,10119.105,26557.055000000004,30375.9312,35599.01
Patr-B24:01,12.42,273.723,2740.4475,28514.82,39359.056500000006,41086.8216,42502.57
SLA-104:01,4.27,13.889400000000002,29.109,596.9100000000001,8696.430500000006,14192.771800000004,21224.6
BoLA-DRB302:01,8.29,580.9677,2184.5945,13244.27,29913.872499999994,35028.95570000001,41567.64
BoLA-DRB311:01,44.71,1929.5633000000003,7560.1539999999995,30428.745000000003,42720.967,44951.36890000001,47318.85
BoLA-DRB312:01,49.26,658.9909,2031.0970000000002,13034.93,29130.731,33980.0883,40487.97
H-2-IAb,51.3,378.1157,1377.8595,12254.94,32900.729499999994,39142.13560000001,42467.41
H-2-IAd,71.51,1676.9739000000002,7016.172500000001,30869.26,43050.487499999996,45071.78160000001,47421.83
H-2-IAk,416.3,2210.1682,4143.1314999999995,11433.59,21641.02149999999,25520.6395,30901.51
H-2-IAp,24.9,1769.901,6560.182000000001,29590.335,42600.2995,44852.9565,47291.9
H-2-IAq,30.19,281.33979999999997,1121.9185000000002,11404.315,31802.0155,38080.799900000005,42219.51
H-2-IAr,13.27,1240.8852000000002,5020.0535,26530.83,40364.2455,43157.952099999995,46370.48
H-2-IAs,652.66,3507.9409,7035.0995,21483.675,34080.820999999996,36956.369500000015,41200.84
H-2-IAu,7.23,47.966300000000004,202.614,5290.52,23319.475499999997,30571.95170000001,38732.76
H-2-IEb,27.44,560.9998,1882.3000000000004,12220.315,28634.642500000005,33734.977000000006,39541.07
H-2-IEd,43.08,1805.7773,5159.734,28329.15,43898.798,46180.587600000006,47612.23
H-2-IEk,561.44,3973.3266000000003,9114.276000000002,27113.335,39584.703499999996,42023.4687,44785.16
H-2-IEp,84.3,2808.7614000000003,9522.525000000003,33522.46000000001,44206.65750000001,45928.79780000001,47678.09
H-2-IEr,13.51,651.8095999999999,2155.6730000000002,13711.855,30069.244,35059.75290000001,41233.9
HLA-DPA101:03-DPB102:01,15.12,174.47400000000002,787.8905,7879.515,23691.273499999992,29729.70640000001,36014.28
HLA-DPA101:03-DPB103:01,53.87,1333.9924,3255.2425,14393.880000000001,27202.782500000016,31038.804700000004,36344.88
HLA-DPA101:03-DPB104:01,13.52,171.14870000000002,740.9800000000001,10084.900000000001,31652.117499999993,37752.6191,43105.69
HLA-DPA101:03-DPB104:02,103.65,756.5326,1771.6375,7371.09,18109.471499999992,22608.3462,29936.54
HLA-DPA102:01-DPB101:01,9.87,145.1137,505.8785,5296.1849999999995,20253.113000000012,27276.937000000013,35386.64
HLA-DPA102:01-DPB105:01,52.12,950.8104000000004,2878.854,16304.880000000001,34751.0585,39255.806000000004,43107.77
HLA-DPA102:02-DPB105:01,78.64,1315.3512,4231.551,26779.144999999997,43422.6315,45991.8415,47626.83
HLA-DPA103:01-DPB104:02,4.16,202.50900000000001,874.6870000000004,10332.935000000001,27084.45600000002,32526.360500000006,38901.36
HLA-DPB101:01,68.84,753.2475,1634.9325000000001,7522.71,17184.318000000003,20965.736100000006,26864.67
HLA-DPB102:01,7.81,51.5089,174.29650000000004,3131.2650000000003,15173.570500000007,21306.408900000013,30960.02
HLA-DPB103:01,34.3,1294.3026,3436.1735000000003,16320.845000000001,31099.444499999998,34607.9677,39096.92
HLA-DPB104:01,19.03,369.0389,1302.6305000000002,10950.900000000001,27687.97099999999,32822.3913,37909.19
HLA-DPB104:02,2.91,59.1257,338.0555,9566.009999999998,36958.94050000001,42484.7378,46330.31
HLA-DPB105:01,47.64,497.0195,1499.5445000000002,9271.075,22220.957000000002,27295.909200000002,33881.8
HLA-DPB109:01,4.52,51.59680000000001,226.62050000000002,7272.525,33584.480999999985,40552.24140000002,44910.33
HLA-DPB111:01,34.5,664.1245,1935.3370000000002,12574.494999999999,28887.914499999995,34264.243,41696.61
HLA-DPB114:01,95.19,815.7497999999999,2354.273,13156.904999999999,27571.648499999992,31543.466100000005,37668.13
HLA-DPB120:01,22.64,442.2713,1564.4800000000002,10858.595000000001,25744.92100000001,30414.5502,35854.97
HLA-DQA101:01-DQB105:01,141.55,1079.0416000000002,2051.135,7899.29,19153.436500000007,23740.946900000003,29505.37
HLA-DQA101:02-DQB105:01,65.34,327.8671,970.0020000000001,6226.1849999999995,14717.570500000009,18299.689400000003,22826.67
HLA-DQA101:02-DQB105:02,235.65,928.0948000000001,1640.25,4846.875,10458.877,13170.954900000002,19293.14
HLA-DQA101:02-DQB106:02,250.54,2356.3095,5059.8550000000005,18876.13,32793.19149999999,36668.1964,40199.41
HLA-DQA101:02-DQB106:04,230.15,2431.8144,6368.072999999999,21508.62,34654.193499999994,37837.917799999996,41736.48
HLA-DQA101:03-DQB106:01,26.22,520.1818000000001,2768.0565,21398.765,38328.966,41931.79950000001,45987.84
HLA-DQA101:03-DQB106:03,626.8,1554.8326,2881.2930000000006,7874.405000000001,14314.079999999998,16634.173,20659.76
HLA-DQA101:04-DQB105:03,201.57,804.3863,1437.5944999999997,4163.045,8979.997499999996,11254.171900000003,15598.31
HLA-DQA102:01-DQB102:01,65.05,369.5157,1159.9985000000001,10847.55,31211.862999999998,37523.33460000002,41794.85
HLA-DQA102:01-DQB102:02,22.91,152.7849,392.60450000000003,2454.0299999999997,9173.101499999997,12992.799900000016,23030.39
HLA-DQA102:01-DQB103:01,46.11,262.82879999999994,691.379,4421.77,12220.931999999999,15580.652200000002,22949.64
HLA-DQA102:01-DQB103:03,86.39,563.1376,1283.2485,5954.73,15026.616999999997,18982.826300000008,27915.38
HLA-DQA102:01-DQB104:02,42.95,364.9432,941.8985000000001,5429.525,13880.704999999998,17465.941400000007,23522.73
HLA-DQA103:01-DQB102:01,32.21,484.33360000000005,1750.4385,12033.405,28352.671000000006,33694.60440000001,40482.28
HLA-DQA103:01-DQB103:01,94.11,1155.887,2653.8979999999997,10778.16,22302.169499999996,25921.5548,31935.01
HLA-DQA103:01-DQB103:02,183.64,845.5923,1869.1290000000001,10116.465,25359.89149999999,30286.5592,36490.88
HLA-DQA103:01-DQB104:01,9.95,154.54610000000002,776.681,14611.23,38901.9085,43480.38260000001,46444.48
HLA-DQA103:02-DQB103:01,66.46,864.9271000000001,1864.5285000000001,10158.8,25127.575499999995,30171.2398,36117.11
HLA-DQA103:02-DQB104:01,421.08,2215.7347999999997,4382.6965,14561.154999999999,26188.6745,30311.685900000004,35702.16
HLA-DQA103:03-DQB104:02,58.46,444.78679999999997,1047.491,5083.245000000001,12910.703,16156.199500000008,20606.99
HLA-DQA104:01-DQB104:02,125.05,659.5171,1396.1275,6945.245,20600.53949999999,26952.4285,38413.51
HLA-DQA105:01-DQB102:01,41.71,217.80940000000004,628.6395,7489.0599999999995,27447.085500000023,33615.23130000001,40040.14
HLA-DQA105:01-DQB103:01,96.22,602.0304,1591.8905000000002,9455.279999999999,23065.69849999999,27632.8237,33599.77
HLA-DQA105:01-DQB103:02,20.13,204.6237,570.1255000000001,3111.645,9765.563000000002,13420.672600000007,19474.22
HLA-DQA105:01-DQB103:03,165.87,617.1066,1211.4125,4737.0650000000005,11218.477000000015,14047.745400000003,20138.13
HLA-DQA105:01-DQB104:02,17.03,104.34939999999999,275.2465,2333.37,8295.256500000005,11708.321700000002,20455.79
HLA-DQA105:05-DQB103:01,141.98,1363.9192,2985.8665,11630.810000000001,22993.622999999996,26879.303400000004,31664.78
HLA-DQA106:01-DQB104:02,21.89,301.8662,829.9925000000001,5200.45,12434.653500000008,15242.2871,20805.21
HLA-DQB102:01,50.18,2042.1707000000001,6233.046,27659.855,41621.472499999996,44161.595700000005,46746.39
HLA-DQB102:02,473.01,1941.7723,3433.0460000000003,9907.145,19018.28,22147.422100000003,27556.66
HLA-DQB103:01,95.04,2193.3042000000005,5707.1265,24056.35,38363.97550000001,41324.1284,45590.28
HLA-DQB103:02,63.28,852.0454,2536.9365000000003,17159.36,35207.7695,39330.71950000001,44242.41
HLA-DQB103:19,10.95,1709.2681,6908.337000000001,30509.53,42834.748,45023.299300000006,47449.03
HLA-DQB104:02,32.01,307.4771,675.235,3630.58,11536.363999999996,15242.896900000002,25278.27
HLA-DQB105:01,201.41,1689.9962,3686.8835,13137.08,26339.95650000003,31063.37400000002,36808.23
HLA-DQB105:02,228.63,1491.2316,2555.062,7405.305,14653.656999999996,17964.712900000006,23075.29
HLA-DQB105:03,61.74,1281.6460000000002,2370.813,7468.764999999999,15405.235500000003,18602.684200000003,23894.38
HLA-DQB106:02,10.72,366.5901,1518.3480000000002,15370.71,35830.2855,40796.7804,46400.53
HLA-DRA01:01-DRB101:01,6.72,89.78090000000002,526.9555000000001,12097.985,32513.240000000005,37748.0225,42946.03
HLA-DRA01:01-DRB103:01,27.27,460.93510000000003,1521.0890000000002,9295.8,23093.142000000003,28132.447100000005,34500.61
HLA-DRA01:01-DRB104:01,68.03,1093.5631,3749.3495000000003,24351.525,42539.241500000004,45445.67570000001,47858.29
HLA-DRA01:01-DRB104:04,17.12,228.6932,697.8125000000001,4534.965,11958.762499999999,15354.920800000002,21841.72
HLA-DRA01:01-DRB107:01,50.3,209.82870000000003,477.7130000000001,2882.48,9665.840000000006,13673.762200000005,21813.61
HLA-DRA01:01-DRB108:01,72.13,471.1094000000001,1074.1515000000002,5376.695,12593.009499999996,15232.2817,19755.86
HLA-DRA01:01-DRB109:01,13.52,63.667300000000004,152.05900000000003,1150.8600000000001,6223.639999999998,9868.560700000002,17804.93
HLA-DRA01:01-DRB111:01,14.74,163.9962,505.287,4312.555,12227.278499999995,15665.636100000002,21089.52
HLA-DRA01:01-DRB113:01,19.93,146.9272,419.27950000000004,3797.155,12230.528500000022,16040.314000000002,22538.27
HLA-DRA01:01-DRB114:54,22.48,181.70600000000005,452.39850000000007,2748.98,9092.339999999998,12902.438,19975.72
HLA-DRA01:01-DRB115:01,9.58,164.04270000000002,743.1700000000001,10755.92,32525.78249999999,38228.721600000004,43168.91
HLA-DRA01:01-DRB301:01,11.12,198.4157,746.7930000000001,4869.71,12414.715499999998,15505.0313,20800.39
HLA-DRA01:01-DRB302:02,28.8,373.1384,996.15,5517.639999999999,15025.839999999995,20259.68750000002,30582.87
HLA-DRA01:01-DRB303:01,6.84,55.05970000000001,156.20200000000003,1411.46,6086.282000000003,8987.5048,15486.07
HLA-DRA01:01-DRB401:03,30.2,156.5864,402.21200000000005,2744.215,9799.804,13822.572500000004,21304.65
HLA-DRA01:01-DRB501:01,4.41,47.01840000000001,165.99750000000006,2763.87,13405.458000000002,19587.86070000001,35026.27
HLA-DRB101:01,12.08,549.1124,1779.1015000000002,12863.685,29775.634000000005,34963.18540000001,40162.22
HLA-DRB101:02,40.03,491.14240000000007,1494.1205000000002,11513.55,29192.052999999993,34091.90890000001,39900.94
HLA-DRB101:03,159.2,1157.709,3046.5435,16152.53,34089.29449999999,38327.837700000004,42036.24
HLA-DRB103:01,7.33,618.0773,2513.3835,15890.855,32065.76949999999,36504.94240000003,42280.46
HLA-DRB103:02,373.39,4221.245199999999,9422.3545,27290.715,39092.517499999994,41768.43450000001,44659.77
HLA-DRB103:03,84.59,1200.5360999999998,3019.8220000000006,13281.65,26049.513,30251.5379,36674.38
HLA-DRB103:05,133.91,863.3377,2038.905,10001.6,24005.753999999994,29062.1273,33460.05
HLA-DRB104:01,25.08,207.55780000000001,771.1375,7863.41,23730.300999999992,29889.881500000003,36273.21
HLA-DRB104:02,110.28,1655.116,4934.567000000001,24408.015,40457.950999999994,43515.1765,46906.51
HLA-DRB104:03,83.19,3431.7054000000003,9390.282000000001,30896.364999999998,42000.164500000006,43855.0719,45486.25
HLA-DRB104:04,263.63,2668.5714000000003,6476.8625,22100.010000000002,36288.566,39865.448300000004,43417
HLA-DRB104:05,89.8,678.0148,1870.372,13269.305,31445.150499999996,36968.7699,42421.11
HLA-DRB104:06,182.98,1741.7834000000003,4591.095,17903.58,31296.873999999993,35191.8393,39275.48
HLA-DRB104:07,37.53,1747.4111,6798.7185,30235.5,42869.9405,45022.5555,47098.69
HLA-DRB104:11,391.19,4182.925200000001,8779.96,26537.875,39203.6325,41641.21170000001,44157.46
HLA-DRB107:01,21.21,701.1729000000003,2284.3825,15140.785,32318.9115,37313.85360000001,43847.62
HLA-DRB108:01,88.89,1017.4296,2092.0145,8157.049999999999,18026.38749999999,22056.948300000004,28723.98
HLA-DRB108:02,154.28,1662.2548000000002,3833.216,14870.974999999999,27173.240500000007,30918.642500000005,35737.65
HLA-DRB108:03,658.37,4683.445499999999,9323.553000000002,27188.195,39694.93350000001,42149.13649999999,44134.59
HLA-DRB109:01,44.28,327.2973,872.9645,6118.79,19928.022499999995,26433.239400000017,38299.31
HLA-DRB110:01,22.42,602.9861000000001,2410.3305,18010.025,37028.525499999996,41356.53690000001,46269.2
HLA-DRB111:01,4.8,127.39340000000004,536.9615,10016.119999999999,30143.27699999999,35992.8328,43008.26
HLA-DRB111:02,515.22,2705.459,5963.3185,19659.685,32480.777000000002,35838.3298,39796.14
